nombre,codigo_partido,coalicion,partidos_coalicion,tradicional,temporalidad,gradonac,ideologia,paso_ideologia,justificacion_ideologia,grupo_representativo_1,paso1_gr,justificacion_gr_1,grupo_representativo_2,paso2_gr,justificacion_gr_2,part_alcaldia,part_asamblea,part_camara,part_concejo,part_gobernacion,part_presidencia,part_presidencia_1v,part_presidencia_2v,part_senado,fuente_ideologia,fuente_gr,nombre_upper,votos_alcaldia,votos_asamblea,votos_camara,votos_concejo,votos_gobernacion,votos_presidencia,votos_senado
OTROS PARTIDOS O MOVIMIENTOS DE 1962,19629999,0,,0,1962-1962,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1962,0,0,0,0,0,509,0
OTROS PARTIDOS O MOVIMIENTOS DE 1966,19669999,0,,0,1966-1966,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1966,0,0,0,0,0,595,0
OTROS PARTIDOS O MOVIMIENTOS DE 1970,19709999,0,,0,1970-1970,99,4,,,99,,,99,,,0,1,0,0,0,1,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1970,0,89768,0,0,0,11,0
OTROS PARTIDOS O MOVIMIENTOS DE 1972,19729999,0,,0,1972-1972,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1972,0,0,0,36290,0,0,0
OTROS PARTIDOS O MOVIMIENTOS DE 1974,19749999,0,,0,1974-1974,99,4,,,99,,,99,,,0,1,1,1,0,1,0,0,1,,,OTROS PARTIDOS O MOVIMIENTOS DE 1974,0,3543,1764,7318,0,6,1310
OTROS PARTIDOS O MOVIMIENTOS DE 1978,19789999,0,,0,1978-1978,99,4,,,99,,,99,,,0,1,1,1,0,1,0,0,1,,,OTROS PARTIDOS O MOVIMIENTOS DE 1978,0,57966,44839,133990,0,100390,36272
OTROS PARTIDOS O MOVIMIENTOS DE 1980,19809999,0,,0,1980-1980,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1980,0,111981,0,139297,0,0,0
OTROS PARTIDOS O MOVIMIENTOS DE 1982,19829999,0,,0,1982-1982,99,4,,,99,,,99,,,0,1,1,1,0,1,0,0,1,,,OTROS PARTIDOS O MOVIMIENTOS DE 1982,0,49961,45090,94198,0,159,42120
OTROS PARTIDOS O MOVIMIENTOS DE 1984,19849999,0,,0,1984-1984,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1984,0,170323,0,191629,0,0,0
OTROS PARTIDOS O MOVIMIENTOS DE 1986,19869999,0,,0,1986-1986,99,4,,,99,,,99,,,0,0,1,1,0,0,0,0,1,,,OTROS PARTIDOS O MOVIMIENTOS DE 1986,0,353213,443210,330926,0,0,358611
OTROS PARTIDOS O MOVIMIENTOS DE 1988,19889999,0,,0,1988-1988,99,4,,,99,,,99,,,1,1,0,0,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1988,421207,474378,0,0,0,0,0
OTROS PARTIDOS O MOVIMIENTOS DE 1991,19919999,0,,0,1991-1991,99,4,,,99,,,99,,,0,0,1,0,1,0,0,0,1,,,OTROS PARTIDOS O MOVIMIENTOS DE 1991,0,0,17058,0,254858,0,44533
OTROS PARTIDOS O MOVIMIENTOS DE 1992,19929999,0,,0,1992-1994,99,4,,,99,,,99,,,1,1,0,1,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1992,1372555,561215,0,1286612,0,0,0
OTROS PARTIDOS O MOVIMIENTOS DE 1997,19979999,0,,0,1997-1997,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 1997,0,0,0,110627,0,0,0
OTROS PARTIDOS O MOVIMIENTOS DE 1998,19989999,0,,0,1998-1998,99,4,,,99,,,99,,,0,0,1,0,0,0,0,0,1,,,OTROS PARTIDOS O MOVIMIENTOS DE 1998,0,0,179119,0,0,0,51035
OTROS PARTIDOS O MOVIMIENTOS DE 2003,20039999,0,,0,2003-2003,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,OTROS PARTIDOS O MOVIMIENTOS DE 2003,0,0,0,31750,0,0,0
PA LANTE TAURAMENA EL PUEBLO MANDA,20110210,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,PA LANTE TAURAMENA EL PUEBLO MANDA,18,0,0,0,0,0,0
PA'LANTE CALI,20110209,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,PA'LANTE CALI,5744,0,0,0,0,0,0
PACEÑOS UNIDOS DE CORAZÓN,20150506,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,PACEÑOS UNIDOS DE CORAZÓN,0,0,0,0,0,0,0
PACHO CIVICO INDEPENDIENTE - PACIN,20070082,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,PACHO CIVICO INDEPENDIENTE - PACIN,3240,0,0,2276,0,0,0
PACTO,20070402,0,,0,2007-2007,0,4,,,98,,,99,,,0,0,0,1,0,0,0,0,0,,,PACTO,0,0,0,32722,0,0,0
PACTO HISTÓRICO,20210001,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,1,1,1,,,PACTO HISTÓRICO,0,0,0,0,0,0,0
PACTO POR CUNDINAMARCA,20150619,0,,0,2015-2015,0,2,7,"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%",98,,,98,,,0,0,0,0,1,0,0,0,0,https://www.lasillavacia.com/quien-es-quien/nancy-patricia-gutierrez,,PACTO POR CUNDINAMARCA,0,0,0,0,360813,0,0
"PACTO SOCIAL DE LA UNIDAD POR SANTIAGO ""EL CAMBIO ES AHORA""",20150590,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,"PACTO SOCIAL DE LA UNIDAD POR SANTIAGO ""EL CAMBIO ES AHORA""",0,0,0,0,0,0,0
PACTO U MAIS POR EL DESARROLLO DEL ALTO BAUDO,20150337,0,,0,2015-2015,0,4,,,2,7,,99,,,1,0,0,0,0,0,0,0,0,,,PACTO U MAIS POR EL DESARROLLO DEL ALTO BAUDO,3445,0,0,0,0,0,0
PARA GOBERNAR CON TRANSPARENCIA E INCLUSIÓN SOCIAL,20150484,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,PARA GOBERNAR CON TRANSPARENCIA E INCLUSIÓN SOCIAL,0,0,0,0,0,0,0
PARA QUE FLOREZCA UN NUEVO MUNICIPIO,20030022,0,,0,2003-2003,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,https://repository.javeriana.edu.co/bitstream/handle/10554/56544/tesis13.pdf?sequence=1,,PARA QUE FLOREZCA UN NUEVO MUNICIPIO,3810,0,0,0,0,0,0
PARA VOLVER A CREER,20150249,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,PARA VOLVER A CREER,16136,0,0,0,0,0,0
PARTICIPACION EQUIDAD Y FUTURO,20070303,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,PARTICIPACION EQUIDAD Y FUTURO,1026,0,0,0,0,0,0
PARTICIPACION SOCIAL COMUNITARIA,20070084,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,PARTICIPACION SOCIAL COMUNITARIA,693,0,0,567,0,0,0
"PARTIDO ""COMUNAL"" DE COLOMBIA",19700011,0,,0,1970-1970,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,"PARTIDO ""COMUNAL"" DE COLOMBIA",0,0,0,0,0,0,0
PARTIDO AFROUNINCCA,20060008,0,,0,2006-2006,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,Partido Afrounincca | Congreso Visible (uniandes.edu.co),,PARTIDO AFROUNINCCA,0,0,6849,0,0,0,0
PARTIDO AGRARIO NACIONAL (PAN),19280001,0,,0,1928-1928,99,4,,,99,,,99,,,0,0,0,0,0,0,0,0,0,,,PARTIDO AGRARIO NACIONAL (PAN),0,0,0,0,0,0,0
PARTIDO ALAS EQUIPO COLOMBIA,20050003,0,,0,2007-2007,0,2,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,0,0,0,0,1,0,0,0,0,Partido Alas Equipo Colombia | Congreso Visible (uniandes.edu.co),https://congresovisible.uniandes.edu.co/partidos/perfil/alas-equipo-colombia/7/,PARTIDO ALAS EQUIPO COLOMBIA,684875,423864,367544,755277,991789,0,418134
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,19900007,0,,0,1990-2003,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",4,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,1,1,1,1,1,1,0,0,1,Vista de El papel de la AD- M-19 como fuerza política alternativa en la Constituyente de 1991 (utadeo.edu.co),https://revistas.utadeo.edu.co/index.php/razoncritica/article/download/1742/1754/,PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,130466,406699,563065,309689,260907,754740,608453
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,19910006,0,,0,2011-2022,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",2,5,"Es posible asociar el partido/movimiento como facción o remanente de un partido que ya ha sido clasificado, o corresponde un cambio de nombre de un partido que ya ha sido clasificado",98,,,1,1,1,1,1,0,0,0,1,"El Futuro del ASI: entre el Pacto Histórico y la Coalición de la Esperanza (pares.com.co),Partido ASI - Alianza Social Independiente | Congreso Visible (uniandes.edu.co),ASI, de partido de gobierno a independiente | EL ESPECTADOR",https://alianzasocialindependiente.org/wp-content/uploads/2019/07/ESTATUTOS-VERSIO%CC%81N-APROBADA-POR-LA-XI-CONVENCION-NACIONAL-DEL-PARTIDO-ASI.pdf,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2021324,1664326,169414,3593561,560370,0,52475
PARTIDO ALIANZA VERDE,20090002,0,,0,2010-2022,0,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,1,1,1,0,1,1,1,Estatutos Alianza Verde,,PARTIDO ALIANZA VERDE,2993418,3817271,2753807,5464065,1723144,7786955,2234380
PARTIDO BLANCO COLOMBIANO,19860002,0,,0,1986-1986,99,4,,,99,,,99,,,0,1,1,0,0,0,0,0,1,,,PARTIDO BLANCO COLOMBIANO,0,0,0,0,0,0,0
PARTIDO CAMBIO RADICAL,20030001,0,,0,2003-2022,1,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,1,1,1,0,1,0,1,"http://www.congresovisible.org/partidos/perfil/cambio-radical/3/,Estatutos – Cambio Radical: Partido político colombiano de origen liberal (partidocambioradical.org)",https://www.partidocambioradical.org/wp-content/uploads/2018/10/Estatutos-del-Partido-Cambio-Radical-2018.pdf,PARTIDO CAMBIO RADICAL,0,0,0,0,0,0,0
PARTIDO CENTRO DEMOCRATICO,20130001,0,,0,2014-2022,1,2,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,1,1,1,0,1,1,1,Pilares del CD - Centro Democrático (centrodemocratico.com),,PARTIDO CENTRO DEMOCRATICO,0,0,0,0,0,0,0
PARTIDO COLOMBIA DEMOCRATICA,20060002,0,,0,2003-2007,0,2,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,1,1,1,0,0,0,1,Partido Colombia Democrática | Congreso Visible (uniandes.edu.co),,PARTIDO COLOMBIA DEMOCRATICA,773005,514812,213521,852682,460621,0,272537
PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA,20190033,0,,0,2019-2019,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,4,7,,98,,,1,1,0,1,1,0,0,0,0,Quienes Somos | Unión Patriótca (partido-up.org),,PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA,96098,58613,0,288990,49783,0,0
PARTIDO COLOMBIA JUSTA LIBRES,20170001,0,,0,2018-2022,0,4,,,3,3,Se revisan los estatutos o plan de gobierno (si el primero no está disponible) del partido y se codifica si existe una declaración expresa de pertenencia a alguno de los grupos representativos,99,,,1,1,1,1,1,0,1,0,1,Partido Colombia Justa Libres (Antes Movimiento Libres) | Congreso Visible (uniandes.edu.co),,PARTIDO COLOMBIA JUSTA LIBRES,481527,409998,191003,373877,385804,271386,0
PARTIDO COLOMBIA RENACIENTE,20180046,0,,0,2019-2022,0,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,1,3,Se revisan los estatutos o plan de gobierno (si el primero no está disponible) del partido y se codifica si existe una declaración expresa de pertenencia a alguno de los grupos representativos,98,,,1,1,1,1,1,0,0,0,0,"partidocolombiarenaciente, Manifiesto | Partido Colombia Renaciente",,PARTIDO COLOMBIA RENACIENTE,430896,256259,68642,978213,138099,0,0
PARTIDO COMUNES,20170003,0,,0,2018-2022,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,4,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,1,1,1,1,0,0,0,0,1,ESTATUTOS DEL PARTIDO.pdf (partidofarc.com.co),,PARTIDO COMUNES,0,0,0,0,0,0,0
PARTIDO COMUNISTA COLOMBIANO,19300001,0,,0,1970-1998,0,1,1,Se clasifica los partidos políticos como de izquierda o derecha en base a sus nombres o eslóganes,98,,,98,,,1,1,1,1,0,0,0,0,1,Vista de Apuntes para una historia del Partido Socialista Democrático de Colombia (1939-1949) (unad.edu.co),https://pacocol.org/wp-content/uploads/2022/07/Estatutos-del-PCC-Personeria-1.pdf,PARTIDO COMUNISTA COLOMBIANO,3386,57582,484,39623,0,0,109918
PARTIDO COMUNITARIO OPCION SIETE - PCOS,20030032,0,,0,2003-2003,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,0,0,1,0,0,0,0,0,La izquierda legal y reformista en Colombia después de la Constitución de 1991 - Jorge Eliécer Guerra Vélez - Google Libros,https://www.facebook.com/Opcion7?paipv=0&eav=AfZTDwK4CB9_1h21E_MWKHpX60xjFEjPNXx0K-V8uzrBzJ-oH5i6KGP7Wr4iUo5OAiM,PARTIDO COMUNITARIO OPCION SIETE - PCOS,0,0,0,15451,0,0,0
PARTIDO CONSERVADOR COLOMBIANO,18490002,0,,1,1849-2022,1,2,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,1,1,1,1,1,0,1,"https://www.partidoconservador.com/wp-content/uploads/2019/09/Estatutos-PCC_compressed.pdf,correo - - paginas para bajar planchas otro manual del conservadorr (partidoconservador.com)",,PARTIDO CONSERVADOR COLOMBIANO,14543584,42509849,32447083,32552372,9331645,12839528,30458495
PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO,20100057,0,,0,2010-2010,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",3,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,0,0,1,0,0,0,0,0,1,Los pastores de Dios en la política | EL ESPECTADOR,,PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO,0,0,14612,0,0,0,57981
PARTIDO DE ACCION SOCIAL - PAS,20060014,0,,0,2006-2006,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,PAS / QUÍENES SOMOS,https://www.partidodelau.com/historia/,PARTIDO DE ACCION SOCIAL - PAS,0,0,53474,0,0,0,0
PARTIDO DE INTEGRACION NACIONAL - PIN,20100071,0,,0,2010-2011,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,1,https://congresovisible.uniandes.edu.co/partidos/perfil/pin-partido-de-integracion-nacional/117/,,PARTIDO DE INTEGRACION NACIONAL - PIN,0,0,701586,740020,0,0,903825
PARTIDO DE INTEGRACION SOCIAL COLOMBIANO PAIS,20100066,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,1,,,PARTIDO DE INTEGRACION SOCIAL COLOMBIANO PAIS,0,0,5055,0,0,0,12348
PARTIDO DE LA UNIÓN POR LA GENTE PARTIDO DE LA U,20050002,0,,0,2006-2022,1,2,4,"Se realizan clasificaciones para partidos de corta duración, donde se analizan los estatutos formales o planes de gobierno (siguiendo el paso 2 o 3). También se consideran los viejos partidos que han cambiado su nombre, asignándoles la ideología del partido antecesor",98,,,98,,,1,1,1,1,1,0,1,1,1,"https://es.wikipedia.org/wiki/Luis_Arenas_Parra,http://www.eltiempo.com/archivo/documento/MAM-634273",https://www.politicalpartydb.org/wp-content/uploads/Statutes/Columbia/Partido-de-la-U-2012.pdf,PARTIDO DE LA UNIÓN POR LA GENTE PARTIDO DE LA U,0,0,0,0,0,0,0
PARTIDO DE REIVINDICACION ETNICA - PRE,20180004,0,,0,2018-2019,0,4,,,1,3,Se revisan los estatutos o plan de gobierno (si el primero no está disponible) del partido y se codifica si existe una declaración expresa de pertenencia a alguno de los grupos representativos,99,,,1,1,0,1,1,0,1,0,0,Partido PRE — Quién es Quién en el Oriente Antioqueño (quienesquien.co),,PARTIDO DE REIVINDICACION ETNICA - PRE,141343,14846,0,149594,9631,30128,0
PARTIDO DEL TRABAJO DE COLOMBIA - PTC,19700003,0,,0,2003-2003,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,0,1,1,0,0,0,0,"Partido del Trabajo de Colombia (moirista) - Wikipedia, la enciclopedia libre,La Bagatela | Unidad de los democratas,Partido del Trabajo de Colombia PTC - Inicio | Facebook",https://docplayer.es/28867442-Proyecto-de-programa-general-y-estatutos-del-partido-del-trabajo-de-colombia-ptc.html,PARTIDO DEL TRABAJO DE COLOMBIA - PTC,3983,12256,0,17636,12126,0,0
PARTIDO DEMOCRATA CRISTIANO,19910010,0,,0,1986-1991,0,4,,,3,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,1,1,0,1,0,0,0,1,,,PARTIDO DEMOCRATA CRISTIANO,0,0,0,0,8828,0,8682
PARTIDO DESCONOCIDO PARA EL AÑO 1991,19919997,0,,0,1991-1991,99,4,,,99,,,99,,,0,0,1,0,0,0,0,0,1,,,PARTIDO DESCONOCIDO PARA EL AÑO 1991,0,0,0,0,0,0,0
PARTIDO ECOLóGICO VERDE,19840066,0,,0,1984-1984,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,PARTIDO ECOLÓGICO VERDE,0,0,0,0,0,0,0
PARTIDO FRENTE UNIDAD PUEBLO,19780003,0,,0,1980-1982,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,1,1,1,0,0,0,0,1,13ele.pdf (clacso.edu.ar),,PARTIDO FRENTE UNIDAD PUEBLO,0,59738,21081,54534,0,0,18740
PARTIDO HUMANISTA,19860001,0,,0,1986-1986,0,4,,,99,,,99,,,0,1,1,0,0,1,0,0,1,,,PARTIDO HUMANISTA,0,0,0,0,0,229,0
PARTIDO INDIGENA COLOMBIANO - PIC,19940057,0,,0,1994-2022,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,1,0,0,0,0,1,,,PARTIDO INDIGENA COLOMBIANO - PIC,0,0,19427,31201,0,0,28312
PARTIDO LABORAL ANDINO,19820031,0,,0,1982-1984,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,PARTIDO LABORAL ANDINO,0,0,0,0,0,0,0
PARTIDO LIBERAL COLOMBIANO,18480001,0,,1,1848-2022,1,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,1,1,1,1,1,1,1,1,http://partidoliberalcolombiano.info/documentos/ESTATUTOS%20REVISADOS%20COMISI%C3%93N%20DE%20ESTILO2.pdf,https://www.partidoliberal.org.co/congreso/wp-content/uploads/2017/08/ESTATUTOS-2002-LEY-1475-DE-2011.pdf,PARTIDO LIBERAL COLOMBIANO,27318479,61833083,47622263,50204571,22171005,41705550,43675547
PARTIDO NACIONAL COLOMBIANO,18680001,0,,0,1868-1868,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,PARTIDO NACIONAL COLOMBIANO,0,0,0,0,0,0,0
PARTIDO NACIONAL CRISTIANO - PNC,19890001,0,,0,1990-2015,0,4,,,3,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,1,1,1,1,0,1,0,0,1,HOMBRES DE DIOS AL CONCEJO - Archivo Digital de Noticias de Colombia y el Mundo desde 1.990 - eltiempo.com,,PARTIDO NACIONAL CRISTIANO - PNC,220307,72256,119318,161320,0,33645,89081
PARTIDO NATURAL,19900011,0,,0,1990-1990,0,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,PARTIDO NATURAL,0,0,0,0,0,9468,0
PARTIDO NEO-NAZI COLOMBIANO,19920030,0,,0,1992-1992,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,PARTIDO NEO-NAZI COLOMBIANO,0,0,0,0,0,0,0
PARTIDO NUEVO LIBERALISMO,19790001,0,,0,1982-2022,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,1,1,1,1,1,0,0,1,"https://revistas.urosario.edu.co/index.php/desafios/article/view/11037/10429rsal,Entre la persistencia y el cambio: reconfiguración del escenario partidista ... - Diana Hoyos Gómez - Google Libros",https://documentosnuevoliberalismo.com.co/documento-1/#page-content,PARTIDO NUEVO LIBERALISMO,1968555,1357304,871222,1237197,389093,745738,920054
PARTIDO OPCION CIUDADANA,20090001,0,,0,2014-2018,0,4,,,99,,,99,,,1,1,1,1,1,0,0,0,1,,,PARTIDO OPCION CIUDADANA,0,0,0,0,0,0,0
PARTIDO PATRIA NUEVA,19900009,0,,0,1990-1994,0,4,,,99,,,99,,,0,0,1,1,0,0,0,0,1,,,PARTIDO PATRIA NUEVA,0,0,4094,61062,0,0,7130
PARTIDO POLITICO DIGNIDAD,20200001,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,PARTIDO POLITICO DIGNIDAD,165415,12825,16431,158553,94876,0,0
PARTIDO POLITICO MIRA,20000036,0,,0,1997-2022,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,3,4,Fuentes secundarias,98,,,1,1,1,1,1,0,0,0,1,https://partidomira.com/historico/compromiso-seguir-honrando-los-valores-y-principios-que-nos-identifican/,https://concejodebogota.gov.co/concejo/site/artic/20090909/asocfile/20090909145055/estatutos_movimiento_mira_vigentes_2009.pdf,PARTIDO POLITICO MIRA,0,0,0,0,0,0,0
PARTIDO POLITICO TODOS SOMOS COLOMBIA,20170002,0,,0,2018-2018,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,1,0,1,Partido Todos somos Colombia | Congreso Visible (uniandes.edu.co),,PARTIDO POLITICO TODOS SOMOS COLOMBIA,30710,491,20493,42469,1705,65767,39953
PARTIDO POPULAR AGRARIO,19700009,0,,0,1970-1970,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,PARTIDO POPULAR AGRARIO,0,0,0,0,0,0,0
PARTIDO POPULAR COLOMBIANO,19970006,0,,0,1997-2003,0,4,,,99,,,99,,,1,1,1,1,1,0,0,0,1,Partido Partido Popular Colombiano | Congreso Visible (uniandes.edu.co),,PARTIDO POPULAR COLOMBIANO,0,0,0,0,0,0,0
